ItemID,PROD_CD,UnitPerCase,CaseWeight,UnitWeight,CaseDimensionL,CaseDimensionW,CaseDimensionH
DF4131,DF4131,50,26,0.52,20,12,16
DF4131,DF4132/NVY,50,25,0.5,20,13,16
DF4131,DF4132/RED,50,25,0.5,20,13,16
DF4131,DF4134/BLU,25,15,0.6,19,12,15
DF4131,DF4135/BLU,50,21,0.42,18,12,17
DF4131,DF4136/SLV,25,17,0.68,16,12,13
DF4131,DF4137/SLV,25,17,0.68,17,13,13
DF4131,DF4138/RED,10,11,1.1,21,13,17
DF4131,DF4138/SLV,10,11,1.1,21,13,17
DF4131,DF4139/BLU,15,15,1,20,15,17
DF4140,DF4140,50,16,0.32,17,16,16
DF4140,DF4140/BLU,50,16,0.32,17,16,16
DF4140,DF4140/PNK,50,16,0.32,17,16,16
DF4140,DF4140/RED,50,16,0.32,17,16,16
DF4140,DF4141/BLU,50,26,0.52,20,12,16
DF4140,DF4141/RED,50,26,0.52,20,12,16
DF4140,DF4142/BLU,25,24,0.96,19,13,15
DF4140,DF4142/RED,25,24,0.96,19,13,15
DF4143,DF4143,100,20,0.2,19,15,12
DF4144,DF4144/BLU,100,20,0.2,0,0,0
DF4144,DF4144/GRY,100,20,0.2,0,0,0
DF4144,DF4144/RED,100,20,0.2,0,0,0
DF4144,DF4144/ZEB,100,20,0.2,0,0,0
DF4145,DF4145/BLU,50,16,0.32,0,0,0
DF4145,DF4145/GRY,50,16,0.32,0,0,0
DF4145,DF4145/RED,50,16,0.32,0,0,0
DF4145,DF4145/ZEB,50,16,0.32,0,0,0
DF4146,DF4146/BLU,25,21,0.84,0,0,0
DF4146,DF4146/GRY,25,21,0.84,0,0,0
DF4146,DF4146/RED,25,21,0.84,0,0,0
DF4146,DF4146/ZEB,25,21,0.84,0,0,0
DF4147,DF4147/BLU,50,25,0.5,0,0,0
DF4147,DF4147/GRY,50,25,0.5,0,0,0
DF4147,DF4147/RED,50,25,0.5,0,0,0
DF4147,DF4147/ZEB,50,25,0.5,0,0,0
DRAWSTRING POUCH,DRAWSTRING POUCH,100,4,0.04,16,12,10
Dual Time,DUAL,100,14,0.14,0,0,0
Dual Time,DUAL/T,100,13,0.13,0,0,0
Elegant,ELEGA0L,100,4,0.04,0,0,0
Elegant,ELEGA0M,100,5,0.05,0,0,0
Elite,ELITE0L,100,4,0.04,0,0,0
Elite,ELITE0L/S,100,4,0.04,0,0,0
Elite,ELITE0M,100,7,0.07,0,0,0
Elite,ELITE0M/S,100,7,0.07,0,0,0
FA5001,FA5001,48,32,0.67,16,14,12
FA5002,FA5002,48,29,0.61,16,14,13
FA5003,FA5003,24,22,0.95,13,9,17
FA5004,FA5004,24,22,0.92,13,17,9
FA5005,FA5005,48,32,0.67,18,13,13
FA5006,FA5006,36,30,0.833,20,15,10
FA5007,FA5007,36,38,1.06,20,16,22
FA5008,FA5008,24,35,1.46,24,20,16
FA5009,FA5009,20,25,1.25,19,13,13
FA5009,FA5010,1,0,0,0,0,0
FA5011,FA5011,24,24,1.09,11,18,16
FA5012,FA5012,24,29,1.208,24,20,15
FA5013,FA5013,36,27,0.75,11,13,26
FA5014,FA5014,24,24,1,22,16,16
FA5015,FA5015,48,32,0.77,19,12,18
FA5016,FA5016,36,31,0.87,9,16,26
FA5017,FA5017,24,27,1.04,10,18,17
FA5018,FA5018,12,29,2.42,17,13,15
FA5019,FA5019,12,29,2.42,22,18,18
FA5020,FA5020,30,20,0.67,18,12,12
FA5021,FA5021,60,32,0.54,23,11,11
FA5022,FA5022,18,36,2,14,12,19
FA5023,FA5023,36,30,0.84,24,20,15
FA5024,FA5024,60,24,0.4,29,15,15
FA5025,FA5025,48,28,0.59,22,14,14
FA5026,FA5026,18,36,2,28,11,11
FA5027,FA5027,40,25,0.63,24,20,14
FA5027,FA5028,40,25,0.63,24,20,14
FA5029,FA5029,36,36,1,30,10,15
FA5029,FA5030,250,36,0.15,0,0,0
FA50310GLD,FA5031/GLD,200,38,0.19,0,0,0
FA50310SLV,FA5031/SLV,200,38,0.19,0,0,0
FA5032,FA5032,200,34,0.17,0,0,0
FA50330GLD,FA5033/GLD,1,0,0,0,0,0
FA50330SLV,FA5033/SLV,200,32,0.16,0,0,0
FA5034,FA5034,1,0,0,0,0,0
FA5035,FA5035,1,0,0,0,0,0
FA5036,FA5036,1,0,0,0,0,0
FA50370GLD,FA5037/GLD,1,0,0,0,0,0
FA50370SLV,FA5037/SLV,1,0,0,0,0,0
FA5038,FA5038,1,0,0,0,0,0
FA5039,FA5039,200,35,0.18,17,10,15
FA5040,FA5040/BLK,1,0,0,0,0,0
FA5040,FA5040/WHT,1,0,0,0,0,0
FA5041,FA5041,1,0,0,0,0,0
FA5042,FA5042,1,0,0,0,0,0
FA5043,FA5043,1,0,0,0,0,0
FA5044,FA5044,24,36,1.5,19,16,11
FA5045,FA5045,24,36,1.5,19,16,11
FA5046,FA5046,24,36,1.5,19,16,11
FA5047,FA5047,24,36,1.5,19,16,11
FA5048,FA5048,48,52,1.1,16,10,11
FA5049,FA5049,48,40,0.85,16,10,11
FA5050,FA5050,1,0,1.1,0,0,0
FA5051,FA5051,100,27,0.27,0,0,0
FA5052,FA5052,100,27,0.27,0,0,0
FA5053,FA5053,100,27,0.27,13,19,20
FA5054,FA5054,100,27,0.27,0,0,0
FA5055,FA5055,100,27,0.27,0,0,0
FA5056,FA5056,100,24,0.24,18,8,12
FA5057,FA5057,30,46,1.54,17,20,22
FA5058,FA5058,24,28,1.17,18,12,12
FA5059,FA5059,24,25,1.04,16,14,11
FA5060,FA5060,36,27,0.75,16,11,12
FA5061,FA5061,18,29,1.65,22,9,14
FA5062,FA5062,18,24,1.35,18,9,14
FA5063,FA5063,48,32,0.67,15,14,12
FA5064,FA5064/BLK,24,23,0.96,17,10,12
FA5064,FA5064/WHT,24,23,0.96,17,10,12
FA5065,FA5065/BLK,24,30,1.25,18,12,12
FA5065,FA5065/WHT,24,30,1.25,18,12,12
FA5066,FA5066/BLK,12,28,2.34,14,13,12
FA5066,FA5066/WHT,12,28,2.34,14,13,12
FA5066,FA5067,24,36,1.5,19,12,14
FA5066,FA59030,36,34,0.95,0,0,0
FA5066,FA64521,1,0,0,0,0,0
FA5066,FC158,30,20,0.7,0,0,0
FA5066,FC0896S,50,29,0.58,0,0,0
FA5066,FD6001/BLK,500,25,0.05,0,0,0
FA5066,FD6001/BLU,500,25,0.05,0,0,0
FA5066,FD6001/GRN,500,25,0.05,0,0,0
FA5066,FD6001/RED,500,25,0.05,0,0,0
FA5066,FD6001/SLV,500,25,0.05,0,0,0
FD6002,FD6002/BLK,500,30,0.06,0,0,0
FD6002,FD6002/BLU,500,30,0.06,0,0,0
FD6002,FD6002/GRN,500,30,0.06,0,0,0
FD6002,FD6002/RED,500,30,0.06,0,0,0
FD6002,FD6002/SLV,500,30,0.06,0,0,0
FD6002,FD6003/BLK,500,32,0.07,0,0,0
FD6002,FD6003/BLU,500,32,0.07,0,0,0
FD6002,FD6003/RED,500,32,0.07,0,0,0
FD6004,FD6004/BASEBALL,500,37,0.074,0,0,0
FD6004/Basketball,FD6004/BASKETBALL,500,37,0.074,0,0,0
FD6004,FD6004/BOWLING,500,37,0.074,0,0,0
FD6004,FD6004/FISHING,500,37,0.074,0,0,0
FD6004,FD6004/FOOTBALL,500,37,0.074,0,0,0
FD6004,FD6004/GOLF,500,37,0.074,0,0,0
FD6004,FD6004/SOCCER,500,37,0.074,0,0,0
FD6004,FD6004/WRENCH,500,37,0.074,0,0,0
FD6005,FD6005/BLK,500,29,0.058,0,0,0
FD6005,FD6005/BLU,500,29,0.058,0,0,0
FD6005,FD6005/GUN,500,29,0.058,0,0,0
FD6005,FD6005/STEEL,500,29,0.058,0,0,0
FD6006,FD6006,500,29,0.058,0,0,0
FD6007,FD6007,500,28,0.056,0,0,0
FD6008/M,FD6008/M,36,34,1,0,0,0
FD60080M,FD6008/R,34,36,1,17,18,11
FD6009/M,FD6009/M,65,30,0.47,14,12,13
FD60090M,FD6009/R,65,30,0.47,14,12,13
FD6010,FD6010,25,16,0.64,0,0,0
FD6011,FD6011,240,31,0.13,0,0,0
FD6012,FD6012,100,28,0.28,0,0,0
FD6013,FD6013,240,31,0.13,0,0,0
FD6014,FD6014,240,41,0.17,0,0,0
FD6015,FD6015,240,32,0.14,0,0,0
FD6016,FD6016,240,40,0.17,0,0,0
FD6017,FD6017,500,23,0.05,19,5,12
FD6018,FD6018,1000,37,0.04,0,0,0
FD6019,FD6019,500,20,0.04,12,6,12
FD6020,FD6020,500,26,0.06,18,12,8
FD6021,FD6021,400,45,0.113,24,11,18
FD6029,FD6029,1000,51,0.05,0,0,0
FD6030,FD6030/BLK,1000,18,0.018,0,0,0
FD6030,FD6030/BLU,1000,18,0.018,0,0,0
FD6030,FD6030/RED,1000,18,0.018,0,0,0
FD6030,FD6030/SLV,1000,18,0.018,0,0,0
FD6031,FD6031/BLK,1000,27,0.027,0,0,0
FD6031,FD6031/BLU,1000,27,0.027,0,0,0
FD6031,FD6031/PUR,1000,27,0.027,0,0,0
FD6031,FD6031/RED,1000,27,0.027,0,0,0
FD6031,FD6031/SLV,1000,27,0.027,0,0,0
FD6032,FD6032/BLK,1000,35,0.035,0,0,0
FD6032,FD6032/BLU,1000,35,0.035,0,0,0
FD6032,FD6032/GUN,1000,35,0.035,0,0,0
FD6032,FD6032/RED,1000,35,0.035,0,0,0
FD6032,FD6032/SLV,1000,35,0.035,0,0,0
FD6033,FD6033/BLK,1000,36,0.036,0,0,0
FD6033,FD6033/BLU,1000,36,0.036,0,0,0
FD6033,FD6033/GUN,1000,36,0.036,0,0,0
FD6033,FD6033/RED,1000,36,0.036,0,0,0
FD6033,FD6033/SLV,1000,36,0.036,0,0,0
FD6033,GIFT_BOX1,0,0,0,0,0,0
FD6033,GIFT_BOX2,0,0,0,0,0,0
FD6033,GIFT_BOX3,100,15,0.15,15,16,10
FD6033,GIFT_BOX4,100,30,0.3,12,16,17
GL3001,GL3001/BLK,6,41,7,36,10,12
GL3001,GL3001/BLU,6,41,7,36,10,12
GL3001,GL3001/GRN,6,41,7,36,10,12
GL3001,GL3001/RED,6,41,7,36,10,12
GL3002,GL3002/BLK,6,34,5.7,29,10,12
GL3002,GL3002/BLU,6,34,5.7,29,10,12
GL3002,GL3002/GRN,6,34,5.7,29,10,12
GL3002,GL3002/RED,6,34,5,29,10,12
GL3003,GL3003,20,35,1.75,0,0,0
GL3004,GL3004/BLK,20,35,1.75,22,17,18
GL3004,GL3004/BLU,20,35,1.75,22,17,18
GL3004,GL3004/GRN,20,35,1.75,22,17,18
GL3005,GL3005,4,33,8.25,36,10,10
GL3006,GL3006/BLK,50,18,0.4,20,12,12
GL3006,GL3006/BLU,50,18,0.4,20,12,12
GL3006,GL3006/RED,50,18,0.4,20,12,12
GL3006,GL3007/BLU,6,38,6.5,0,0,0
GL3006,GL3007/GRY,6,38,6.5,0,0,0
GL3008,GL3008/BLK,6,26,4.7,20,9,19
GL3008,GL3008/BLU,6,26,4.7,20,9,19
GL3008,GL3008/NBL,6,26,4.7,20,9,19
GL3009,GL3009/BLK,6,11,1.85,18,13,17
GL3009,GL3009/BLU,6,11,1.85,18,13,17
GL3010,GL3010,54,49,0.91,15,11,15
GL3011,GL3011,1,0,1,0,0,0
GL3012,GL3012,48,36,0.75,0,0,0
GL3013,GL3013,1,0,1,0,0,0
GL3014,GL3014,92,43,0.47,14,12,14
GL3015,GL3015,1,0,0,0,0,0
GL3016,GL3016,1,0,0,0,0,0
GL3017,GL3017,27,40,1.48,11,8,11
GL3018,GL3018,30,20,0.55,0,0,0
GL3019,GL3019,16,27,1.69,21,7,15
GL3020,GL3020,1,0,0,0,0,0
GL3021,GL3021,1,0,0,0,0,0
GL3025,GL3025,1,0,0,0,0,0
GL3026,GL3026,1,0,0,0,0,0
GL3027,GL3027,1,0,0,0,0,0
GL3028,GL3028,1,0,0,0,0,0
GL3029,GL3029,1,0,0,0,0,0
GL3030,GL3030,12,20,1.67,21,8,16
GL3031,GL3031,8,22,2.75,21,9,15
GL3032,GL3032,6,20,3.3,21,9,15
GL3033,GL3033,10,23,2.3,0,0,0
GL3034,GL3034,1,0,0,0,0,0
GL3035,GL3035,3,20,6.7,0,0,0
GL3036,GL3036,10,37,3.7,0,0,0
GL3037,GL3037,10,37,3.5,0,0,0
GL3038,GL3038,1,0,0,0,0,0
GL3039,GL3039,1,0,0,0,0,0
GL3040,GL3040,1,0,0,0,0,0
GL3041,GL3041,4,18,4.5,2,7,15
GL3042,GL3042,1,0,0,0,0,0
GL3043,GL3043,8,30,3.75,20,8,14
GL3044,GL3044,1,6.3,0,0,0,0
GL3045,GL3045,1,0,0,0,0,0
GL3046,GL3046,4,20,5,24,12,16
GL3047,GL3047,1,0,0,0,0,0
GL3048,GL3048,8,29,3.7,19,9,17
GL3049,GL3049,1,0,0,0,0,0
GL3050,GL3050,1,0,0,0,0,0
GL3051,GL3051,1,0,0,0,0,0
GL3052,GL3052,1,0,0,0,0,0
GL3053,GL3053,1,0,0,0,0,0
GL3054,GL3054,1,0,0,0,0,0
GL3055,GL3055,19,42,2.2,21,8,15
GL3056,GL3056,1,0,0,0,0,0
GL3057,GL3057,1,0,0,0,0,0
GL3058,GL3058,1,0,0,0,0,0
GL3059,GL3059,1,0,0,0,0,0
GL3060,GL3060,1,0,0,0,0,0
GL3061,GL3061,30,27,0.9,0,0,0
GL3062,GL3062,35,39,1.15,14,10,14
GL3063,GL3063,1,0,2.4,0,0,0
GL3064,GL3064,1,0,4,0,0,0
GL3065,GL3065,1,0,6,0,0,0
GL3066,GL3066,1,0,0,0,0,0
GL3067,GL3067,1,0,0,0,0,0
GL3068,GL3068,1,0,0,0,0,0
GL3069,GL3069,8,23,2.4,0,0,0
GL3070,GL3070,12,37,3.1,0,0,0
GL3071,GL3071,12,44,3.7,0,0,0
GL3072,GL3072,1,0,9,0,0,0
GL3073,GL3073,1,0,4.6,0,0,0
GL3074,GL3074,12,42,3.1,0,0,0
GL3075,GL3075,6,24,4,0,0,0
GL3076,GL3076,4,20,5,0,0,0
GL3077,GL3077,1,0,0,0,0,0
GL3078,GL3078,1,0,0,0,0,0
GL3079,GL3079,1,0,0,0,0,0
GL3080,GL3080,1,0,0,0,0,0
GL3081,GL3081,1,0,0,0,0,0
GL3082,GL3082,1,0,6,0,0,0
GL3083,GL3083,1,0,0,0,0,0
GL3084,GL3084,1,0,1.3,0,0,0
GL3085,GL3086,1,0,5.2,0,0,0
GL3087,GL3087/BLK,4,35,8.75,37,10,11
GL3087,GL3087/BLU,4,35,8.75,37,10,11
GL3087,GL3087/RED,4,35,8.75,37,10,11
GL3088,GL3088/BLK,200,35,0.18,14,14,9
GL3088,GL3088/BLU,200,35,0.18,14,14,9
GL3088,GL3088/RED,200,35,0.18,14,14,9
GL3088,GL3088/SLV,200,35,0.18,14,14,9
GL3089,GL3089/BLK,125,31,0.25,0,0,0
GL3089,GL3089/BLU,125,31,0.25,0,0,0
GL3089,GL3089/RED,125,31,0.25,0,0,0
GL3089,GL3089/SLV,125,31,0.25,0,0,0
GL3090,GL3090,4,32,8,31,13,11
GL3091,GL3091,40,40,1,0,0,0
GL3092,GL3092,72,36,0.5,0,0,0
GL3092,GL3093/BLK,250,20,0.08,0,0,0
GL3092,GL3093/BLU,250,20,0.08,0,0,0
GL3092,GL3093/RED,250,20,0.08,0,0,0
GL3092,GL3093/WHT,250,20,0.08,0,0,0
GL3092,GLOW/L0G,1,0,0,0,0,0
GL3092,GLOW/L0T,1,0,0,0,0,0
GL3092,GLOW0G,1,0,0,0,0,0
GL3092,GLOW0T,1,0,0,0,0,0
GS4012,GS4012/G,100,28,0.28,19,11,19
GS4012,GS4012/S,100,28,0.28,19,11,19
GS4013,GS4013,40,33,0.85,0,0,0
GS4014,GS4014,40,33,0.85,0,0,0
GS4015,GS4015,40,16,0.4,15,17,12
GS4016,GS4016,40,17,0.43,17,17,10
GS4017,GS4017,40,16,0.4,0,0,0
GS4017,H0B,100,36,0.075,0,0,0
GS4017,IN5001,100,18,0.18,0,0,0
KC4003,KC4003,120,29,0.25,0,0,0
KC4004,KC4004G,250,27,0.11,0,0,0
KC4004,KC4004S,250,27,0.11,0,0,0
KC4005,KC4005G,250,27,0.11,0,0,0
KC4005,KC4005S,250,27,0.11,0,0,0
KC4006,KC4006,250,28,0.12,0,0,0
KC4007,KC4007,250,28,0.12,0,0,0
KC4008,KC4008,250,28,0.12,0,0,0
KC4009,KC4009,500,36,0.075,0,0,0
KC4010,KC4010,500,36,0.075,0,0,0
KC4011,KC4011,500,36,0.075,0,0,0
KC4011,KC4012,250,35,0.14,0,0,0
KC4011,KC4012/G,1,0,0,0,0,0
KC4011,KC4012/S,1,0,0,0,0,0
KC4011,KC63044,100,15,0.15,0,0,0
KM2001,KM2001,8,28,3.5,18,20,11
KM2002,KM2002,12,46,3.83,21,18,15
KM2003,KM2003,6,29,4.83,18.5,14.25,10
KM2004,KM2004/BLK,100,34,0.34,0,0,0
KM2004,KM2004/BLU,100,34,0.34,0,0,0
KM2004,KM2004/RED,100,34,0.34,0,0,0
KM2005,KM2005/BLK,100,18,0.18,0,0,0
KM2005,KM2005/SLV,100,18,0.18,0,0,0
KM2006,KM2006,24,22,0.91,0,0,0
KM2007,KM2007/BLK,100,18,0.18,20,10,10
KM2007,KM2007/BLU,100,18,0.18,20,10,10
KM2007,KM2007/RED,100,18,0.18,20,10,10
KM2008,KM2008,100,22,0.22,0,0,0
KM2009,KM2009,50,38,0.76,0,0,0
KM2010,KM2010,6,36,6,20,11,14
KM2011,KM2011,24,32,1.34,15,23,13
KM2012,KM2012/BLU,240,40,0.17,0,0,0
KM2012,KM2012/GRY,240,40,0.17,0,0,0
KM2014,KM2014,100,27,0.27,20,10,10
KM2015,KM2015/BLK,200,18,0.1,13,16,11
KM2015,KM2015/WHT,200,18,0.1,13,16,11
KM2016,KM2016,100,23,0.23,0,0,0
KM2017,KM2017/BLK,500,18,0.04,0,0,0
KM2017,KM2017/BLU,500,18,0.04,0,0,0
KM2017,KM2017/WHT,500,18,0.04,0,0,0
KM2018,KM2018/BLU,200,30,0.15,0,0,0
KM2018,KM2018/RED,200,30,0.15,0,0,0
KM2018,KM2018/YEL,200,30,0.15,0,0,0
KM2019,KM2019/BLK,300,31,0.11,22,14,14
KM2019,KM2019/BLU,300,31,0.11,22,14,14
KM2019,KM2019/RED,300,31,0.11,22,14,14
KM2019,KM2019/YEL,300,31,0.11,22,14,14
KM2020,KM2020/BLK,300,31,0.11,22,15,15
KM2020,KM2020/BLU,300,31,0.11,22,15,15
KM2020,KM2020/RED,300,31,0.11,22,15,15
KM2020,KM2020/YEL,300,31,0.11,22,15,15
KM2021,KM2021,8,28,3.5,21,15.5,11.5
KM2022,KM2022,144,23,0.16,0,0,0
KM2023,KM2023/BLK,250,26,0.11,0,0,0
KM2023,KM2023/BLU,250,26,0.11,0,0,0
KM2024,KM2024,50,27,0.54,20,14,15
KM2025,KM2025,80,31,0.39,0,0,0
KM2026,KM2026,200,25,0.13,15,10,11
KM2027,KM2027,200,29,0.145,0,0,0
KM2028,KM2028,50,27,0.54,25,11,20
KM2029,KM2029,100,17,0.17,0,0,0
KM2030,KM2030,200,32,0.16,0,0,0
KM2031,KM2031,300,31,0.11,22,14,14
KM2032,KM2032,300,31,0.11,22,14,14
KM2033,KM2033/BLU,100,38,0.38,13,11,23
KM2033,KM2033/WHT,100,38,0.38,13,11,23
KM2034,KM2034,60,43,0.72,0,0,0
KM2035,KM2035,200,24,0.12,0,0,0
KM2036,KM2036/BLK,100,44,0.44,0,0,0
KM2036,KM2036/BLU,100,44,0.44,0,0,0
KM2036,KM2036/ORG,100,44,0.44,0,0,0
KM2037,KM2037/BLK,500,28,0.06,0,0,0
KM2037,KM2037/WHT,500,28,0.06,0,0,0
KM2038,KM2038/BLK,400,40,0.1,8,15,18
KM2038,KM2038/WHT,400,40,0.1,8,15,18
KM2039,KM2039/BLK,500,33,0.07,0,0,0
KM2039,KM2039/WHT,500,33,0.07,0,0,0
KM2040,KM2040,20,16,0.8,12,13,11
KM2041,KM2041,100,23,0.23,0,0,0
KM2042,KM2042,100,14,0.14,0,0,0
KM2043,KM2043,200,26,0.13,0,0,0
KM2044,KM2044,200,26,0.13,0,0,0
KM2045,KM2045/BLK,200,23,0.12,0,0,0
KM2045,KM2045/BLU,200,23,0.12,0,0,0
KM2045,KM2045/RED,200,23,0.12,0,0,0
KM2046,KM2046/BLK,500,26,0.06,0,0,0
KM2046,KM2046/GLD,500,26,0.06,0,0,0
KM2046,KM2046/SLV,500,26,0.06,0,0,0
KM2047,KM2047/BLU,400,26,0.7,0,0,0
KM2047,KM2047/RED,400,26,0.7,0,0,0
KM2048,KM2048/BLK,120,29,0.24,0,0,0
KM2048,KM2048/SLV,120,29,0.24,0,0,0
KM2049,KM2049,8,28,3.5,22,11,11
KM2050,KM2050,10,31,3.1,0,0,0
KM2050,KM2051,6,26,4.34,0,0,0
KM2052,KM2052,160,49,0.31,0,0,0
KM2053,KM2053/BLU,200,32,0.16,0,0,0
KM2053,KM2053/RED,200,32,0.16,0,0,0
KM2054,KM2054,200,42,0.21,0,0,0
KM2055,KM2055,240,40,0.17,0,0,0
KM2056,KM2056/BLU,100,38,0.38,0,0,0
KM2056,KM2056/CLR,100,38,0.38,0,0,0
KM2057,KM2057/BLU,6,32,5.34,17,14,14
KM2057,KM2057/GRY,6,32,5.34,17,14,14
KM2058,KM2058/BLK,50,19,0.38,23,7,12
KM2058,KM2058/GRY,50,19,0.38,23,7,12
KM2059,KM2059,100,50,0.5,16,11,12
KM2060,KM2060,80,52,0.65,13,16,12
KM2061,KM2061/BLK,200,31,0.16,0,0,0
KM2061,KM2061/NVY,200,31,0.16,0,0,0
KM2062,KM2062/BLK,200,26,0.13,0,0,0
KM2062,KM2062/NVY,200,26,0.13,0,0,0
KM2062,KM2062/RBL,200,26,0.13,0,0,0
KM2062,KM2062/RED,200,26,0.13,0,0,0
KM2063,KM2063/GRN,100,28,0.28,15,16,16
KM2063,KM2063/LIM,100,28,0.28,15,16,16
KM2063,KM2063/NVY,100,28,0.28,15,16,16
KM2063,KM2063/RBL,100,28,0.28,15,16,16
KM2063,KM2063/RED,100,28,0.28,15,16,16
KM2064,KM2064/BLK,250,18,0.072,16,18,16
KM2064,KM2064/FGN,250,18,0.072,16,18,16
KM2064,KM2064/GRN,250,18,0.072,16,18,16
KM2064,KM2064/RBL,250,18,0.072,16,18,16
KM2064,KM2064/RED,250,18,0.072,16,18,16
KM2065,KM2065/BLK,200,27,0.135,22,17,19
KM2065,KM2065/FGN,200,27,0.135,22,17,19
KM2065,KM2065/GRN,200,27,0.135,22,17,19
KM2065,KM2065/RBL,200,27,0.135,22,17,19
KM2065,KM2065/RED,200,27,0.135,22,17,19
KM2066,KM2066,288,30,0.11,17,15,14
KM2067,KM2067,24,22,0.92,17,15,11
KM2068,KM2068/BLU,24,33,1.38,21,17,12
KM2068,KM2068/RED,24,33,1.38,21,17,12
KM2069,KM2069/BLU,24,15,0.63,19,11,13
KM2069,KM2069/RED,24,15,0.63,19,11,13
KM2069,KM2069/SLV,24,15,0.63,19,11,13
KM2070,KM2070,30,25,0.84,13,14,22
KM2071,KM2071,12,29,2.42,21,18,13
KM2072,KM2072,12,17,1.42,16,21,11
KM2073,KM2073,12,18,1.5,16,22,11
KM2074,KM2074,200,21,0.11,0,0,0
KM2075,KM2075/BLK,500,33,0.07,0,0,0
KM2075,KM2075/WHT,500,33,0.07,0,0,0
KM2076,KM2076,500,33,0.07,0,0,0
KM2077,KM2077/BLK,200,22,0.22,0,0,0
KM2077,KM2077/WHT,200,22,0.22,0,0,0
KT25,KT25,1,0,0,0,0,0
KT41,KT41,1,0,0,0,0,0
KT44,KT44,1,0,0,0,0,0
KT61,KT61,1,0,0,0,0,0
LASER ENGRAVE,LASER ENGRAVE,0,0,0,0,0,0
LITE,LITE,0,0,0,0,0,0
LONG0PAPER,LONG0PAPER,0,0,0,0,0,0
M0BS,M0BS,500,36,0.075,0,0,0
MD996,MD996L,1,0,0,0,0,0
MD996,MD996M,1,0,0,0,0,0
MH1007,MH1007,20,40,2,0,0,0
MISC,MISC,0,0,0,0,0,0
MISCE,MISCE,0,0,0,0,0,0
NR1001,NR1001,50,31,0.62,0,0,0
NR1001,NR1002/BLU,200,32,0.16,0,0,0
NR1002,NR1002/RED,200,32,0.16,0,0,0
NR1003,NR1003,30,28,0.94,0,0,0
NR1004,NR1004/BLU,48,31,0.65,0,0,0
NR1004,NR1004/GRY,48,31,0.65,0,0,0
NR1004,NR1004/RED,48,31,0.65,0,0,0
NR1005,NR1005,36,28,0.78,0,0,0
NR1006,NR1006/BLU,24,15,0.71,12,15,20
NR1006,NR1006/RED,24,15,0.7,12,15,20
NR1007,NR1007/BLU,24,17,0.71,12,17,15
NR1007,NR1007/RED,24,17,0.71,12,17,15
NR1008,NR1008/BLU,24,17,0.71,20,12,17
NR1008,NR1008/RED,24,17,0.71,20,12,17
NR1009,NR1009,20,21,1.05,0,0,0
NR1010,NR1010,20,36,1.8,0,0,0
NR1011,NR1011,12,26,2.17,12,16,20
NR1012,NR1012,24,16,0.7,13,13,15
NR1013,NR1013,24,16,0.7,15,14,15
NR1014,NR1014,20,26,0.6,15,22,15
NR1015,NR1015/BLK,200,14,0.07,0,0,0
NR1015,NR1015/BLU,200,14,0.07,0,0,0
NR1015,NR1015/RED,200,14,0.07,0,0,0
NR1015,NR1015/SLV,200,14,0.07,0,0,0
NR1016,NR1016,72,33,0.46,0,0,0
NR1017,NR1017,100,26,0.26,0,0,0
NR1018,NR1018/BLU,24,19,0.8,15,21,18
NR1018,NR1018/RED,24,19,0.8,15,21,18
NR1019,NR1019,500,27,0.054,0,0,0
NR1020,NR1020/BLU,200,35,0.175,0,0,0
NR1020,NR1020/GRN,200,35,0.175,0,0,0
NR1020,NR1020/ORG,200,35,0.175,0,0,0
NR1020,NR1020/RED,200,35,0.175,0,0,0
NR1021,NR1021/BLK,100,26,0.26,0,0,0
NR1021,NR1021/BLU,100,26,0.26,0,0,0
NR1021,NR1021/RED,100,26,0.26,0,0,0
NR1022,NR1022/BLK,1200,57,0.0475,0,0,0
NR1022,NR1022/WHT,1200,57,0.0475,0,0,0
NR1023,NR1023,480,72,0.15,0,0,0
NR1024,NR1024,120,56,0.47,0,0,0
NR1025,NR1025,96,56,0.59,0,0,0
NR1026,NR1026,120,56,0.47,0,0,0
NR1027,NR1027/BLK,250,38,0.16,0,0,0
NR1027,NR1027/BLU,250,38,0.16,0,0,0
NR1027,NR1027/GRN,250,38,0.16,0,0,0
NR1027,NR1027/RED,250,38,0.16,0,0,0
NR1027,NR1027/YEL,250,38,0.16,0,0,0
NR1028,NR1028,200,21,0.11,0,0,0
NR1029,NR1029,200,17,0.09,0,0,0
NR1030,NR1030,100,44,0.44,0,0,0
NR1031,NR1031/GLD,150,33,0.22,0,0,0
NR1031,NR1031/SLV,150,33,0.22,0,0,0
NR1032,NR1032,60,44,0.74,17,17,16
NR1033,NR1033/BLU,250,26,0.11,0,0,0
NR1033,NR1033/GRN,250,26,0.11,0,0,0
NR1033,NR1033/ORG,250,26,0.11,0,0,0
NR1033,NR1033/PUR,250,26,0.11,0,0,0
NR1033,NR1033/RED,250,26,0.11,0,0,0
NR1034,NR1034,36,48,1.34,0,0,0
NR1035,NR1035,36,39,1.09,0,0,0
NR1036,NR1036,40,28,0.56,9,16,15
NR1037,NR1037/BGD,120,69,0.58,0,0,0
NR1037,NR1037/BLK,120,69,0.58,0,0,0
NR1037,NR1037/BLU,120,69,0.58,0,0,0
NR1038,NR1038,20,32,1.6,0,0,0
